"","rank15","name","citizenship","age15","networth15","source15","year","rank14","age14","networth14","source14","rank13","age13","networth13","source13","rank12","age12","networth12","source12","rank11","age11","networth11","source11","rank10","age10","networth10","residence10","rank09","age09","networth09","residence09","rank08","age08","networth08","residence08","rank07","age07","networth07","residence07","rank06","age06","networth06","residence06","rank05","age05","networth05","residence05","rank04","age04","networth04","residence04","rank03","age03","networth03","v6","rank02","networth02","rank01","networth01","rank00","networth00","rank99","networth99","rank98","networth98","source98","rank97","networth97","rank96","networth96","case"
"1",NA,"Thyssen-Bornemisza","--",NA,NA,"",1999,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201,2,NA,NA,"",NA,NA,NA,NA,4006
"2",577,"Issad Rebrab","Algeria",71,3.09999990463257,"Food",2015,506,70,3.20000004768372,"food",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1690
"3",534,"Isabel dos Santos","Angola",41,3.29999995231628,"Investments",2015,408,40,3.70000004768372,"investments",736,40,2,"investments",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1684
"4",283,"Carlos and Alejandro Bulgheroni","Argentina",NA,5.30000019073486,"Oil And Gas",2015,256,NA,5.5,"oil and gas",219,NA,5.5,"oil and gas",199,NA,5.09999990463257,"Energy",200,NA,5.09999990463257,"Bridas",NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,617
"5",1006,"Eduardo Eurnekian","Argentina",82,1.89999997615814,"Airports, Investments",2015,931,81,1.89999997615814,"airports, investments",831,70,1.79999995231628,"cable tv, agriculture",719,78,1.79999995231628,"cable tv, agriculture",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1013
"6",1226,"Gregorio Perez Companc","Argentina",79,1.60000002384186,"Oil And Gas",2015,1154,78,1.5,"oil and gas",974,77,1.5,"oil and gas",854,77,1.5,"food products",879,76,1.39999997615814,"food products",488,75,2,"Argentina",397,"74",1.79999995231628,"Argentina",573,"73",2.09999990463257,"Argentina",583,"72",1.70000004768372,"Argentina",451,71,1.70000004768372,"Argentina",387,70,1.70000004768372,"Argentina , Buenos Aires",356,69,1.60000002384186,"Argentina , Buenos Aires",256,68,1.60000002384186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1381
"7",1415,"Maria Ines de Lafuente Lacroze","Argentina",70,1.29999995231628,"Cement Firm",2015,1372,69,1.20000004768372,"cement firm inheritance",1175,68,1.20000004768372,"inheritance",1015,67,1.20000004768372,"inherited",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,2607
"8",1638,"Alberto Roemmers","Argentina",88,1.10000002384186,"Pharmaceuticals",2015,1372,56,1.20000004768372,"pharmaceuticals",1268,55,1.10000002384186,"pharmaceuticals",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,117
"9",NA,"Rocca, Roberto and","Argentina",NA,NA,"",1999,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,179,2.29999995231628,107,3.20000004768372,"diversified",NA,NA,NA,NA,3440
"10",NA,"Rocca, Roberto & family","Argentina",NA,NA,"",2001,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,312,1.60000002384186,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,3439
"11",NA,"Fortabat, Amalia Lacroze de","Argentina",NA,NA,"",2000,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,238,1.60000002384186,229,1.60000002384186,NA,NA,"",NA,NA,NA,NA,1178
"12",NA,"Rocca, Roberto and family","Argentina",NA,NA,"",2000,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,316,1,NA,NA,NA,NA,"",NA,NA,NA,NA,3441
"13",NA,"Bemberg","Argentina",NA,NA,"",1996,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,348,1.10000002384186,417
"14",NA,"Herrera de Noble, Ernestina","Argentina",NA,NA,"",2001,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,490,1,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1556
"15",NA,"Fortabat, Amalia Lacroze De","Argentina",NA,NA,"",1997,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",208,1.29999995231628,NA,NA,1177
"16",NA," Eurnekian, Eduardo","Argentina",NA,NA,"",1998,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,211,0.845000028610229,"cable tv, agriculture",NA,NA,NA,NA,7
"17",NA," Macri, Francisco","Argentina",NA,NA,"",1998,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,214,0.730000019073486,"Sevel, Sideco Americana",NA,NA,NA,NA,10
"18",NA,"de Noble, Ernestina Herrera","Argentina",NA,NA,"",2000,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,282,1.20000004768372,NA,NA,NA,NA,"",NA,NA,NA,NA,4507
"19",NA,"de Fortabat, Amalia Lacroze","Argentina",NA,NA,"",2001,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,490,1,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,4506
"20",NA,"Rocca, Roberto","Argentina",NA,NA,"",1997,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",148,2.29999995231628,185,2,3438
"21",NA,"Perez Companc, Gregorio","Argentina",NA,NA,"",2002,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,445,1,292,1.70000004768372,199,2.09999990463257,118,3.59999990463257,72,4.69999980926514,"Conglomerate",54,5.19999980926514,67,3.59999990463257,3132
"22",94,"Gina Rinehart","Australia",61,12.3000001907349,"Mining",2015,46,60,17.7000007629395,"mining",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",488,56,2,"Australia",376,"55",1.89999997615814,"Australia",503,"54",2.40000009536743,"Australia",891,"53",1,"Australia",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1332
"23",277,"Harry Triguboff","Australia",82,5.40000009536743,"Property",2015,281,81,5,"property",276,80,4.5,"real estate",276,79,4,"Real Estate",323,78,3.40000009536743,"real estate",316,77,3,"Australia",468,"76",1.5,"Australia",428,"75",2.70000004768372,"Australia",407,"74",2.29999995231628,"Australia",606,73,1.29999995231628,"Australia",507,72,1.29999995231628,"Australia , Sydney",437,71,1.29999995231628,"Australia , Sydney",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1472
"24",291,"James Packer","Australia",47,5.19999980926514,"Casinos",2015,208,46,6.5,"casinos",198,45,6,"gaming",223,44,4.69999980926514,"Gaming",244,43,4.40000009536743,"media",258,42,3.5,"Australia",261,"41",2.5,"Australia",173,"40",5.69999980926514,"Australia",142,"39",5.5,"Australia",114,38,5,"Australia",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1766
"25",318,"Frank Lowy","Australia",84,4.90000009536743,"Shopping Malls",2015,319,83,4.69999980926514,"shopping malls",229,82,5.30000019073486,"shopping malls",242,81,4.40000009536743,"Shopping Malls",244,80,4.40000009536743,"malls",249,79,3.59999990463257,"Australia",234,"78",2.70000004768372,"Australia",222,"77",4.59999990463257,"Australia",172,"76",4.59999990463257,"Australia",174,75,3.79999995231628,"Australia",151,74,3.59999990463257,"Australia , Sydney",216,73,2.40000009536743,"Australia , Sydney",222,72,1.79999995231628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1193
"26",481,"Anthony Pratt","Australia",54,3.59999990463257,"Manufacturing",2015,551,53,3,"packaging, recycling",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,284
"27",481,"John Gandel","Australia",80,3.59999990463257,"Shopping Malls",2015,466,79,3.40000009536743,"shopping malls",384,78,3.5,"shopping malls",358,77,3.20000004768372,"Shopping Malls",323,76,3.40000009536743,"real estate",400,75,2.40000009536743,"Australia",647,"74",1.10000002384186,"Australia",605,"73",2,"Australia",557,"72",1.79999995231628,"Australia",562,71,1.39999997615814,"Australia",507,70,1.29999995231628,"Australia , Melbourne",514,69,1.10000002384186,"Australia , Melbourne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1907
"28",557,"Kerr Neilson","Australia",65,3.20000004768372,"Investment",2015,551,64,3,"investment",527,63,2.70000004768372,"finance",601,62,2.09999990463257,"Finance",488,61,2.40000009536743,"Investments",437,60,2.20000004768372,"Australia",647,"59",1.10000002384186,"Australia",605,"58",2,"Australia",NA,"",NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,2118
"29",663,"Vivek Chaand Sehgal","Australia",58,2.79999995231628,"Auto Parts",2015,1565,57,1,"auto parts",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,4148
"30",663,"Lindsay Fox","Australia",77,2.79999995231628,"Transport",2015,796,76,2.20000004768372,"transport",792,75,1.89999997615814,"logistics",804,74,1.60000002384186,"Logistics",736,73,1.70000004768372,"logistics",655,72,1.5,"Australia",701,"70",1,"Australia",707,"69",1.70000004768372,"Australia",NA,"",NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,2453
"31",847,"Andrew Forrest","Australia",53,2.20000004768372,"Mining",2015,270,52,5.19999980926514,"mining",211,51,5.69999980926514,"mining",173,50,5.80000019073486,"Mining",145,49,6.69999980926514,"Mining",208,48,4.09999990463257,"Australia",376,"47",1.89999997615814,"Australia",145,"46",6.5,"Australia",754,"45",1.29999995231628,"Australia",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,256
"32",949,"David Hains","Australia",84,2,"Finance",2015,828,83,2.09999990463257,"finance",641,82,2.29999995231628,"finance",634,81,2,"Finance",595,80,2,"finance",NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,834
"33",949,"Fiona Geminder","Australia",50,2,"Packaging",2015,869,49,2,"packaging",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1151
"34",1006,"Michael Hintze","Australia",61,1.89999997615814,"Investment",2015,1036,60,1.75,"investment",931,59,1.60000002384186,"finance",913,58,1.39999997615814,"Finance",879,57,1.39999997615814,"hedge funds",880,56,1.10000002384186,"United Kingdom",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,2772
"35",1006,"Heloise Waislitz","Australia",52,1.89999997615814,"Packaging",2015,869,51,2,"packaging",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1516
"36",1250,"Stanley Perron","Australia",92,1.5,"Property, Retail",2015,988,91,1.79999995231628,"property, retail",704,90,2.09999990463257,"real estate",854,89,1.5,"Real Estate",1057,88,1.10000002384186,"real estate, cars",NA,NA,NA,"",NA,"",NA,"",677,"85",1.79999995231628,"Australia",557,"84",1.79999995231628,"Australia",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,3799
"37",1415,"Gerry Harvey","Australia",75,1.29999995231628,"Retail",2015,1372,74,1.20000004768372,"retail",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1322
"38",1533,"Maurice Alter","Australia",89,1.20000004768372,"Real Estate",2015,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,2693
"39",1533,"Alan Rydge","Australia",62,1.20000004768372,"Entertainment",2015,1540,61,1.04999995231628,"entertainment",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,100
"40",1533,"Len Ainsworth","Australia",91,1.20000004768372,"Betting Machines",2015,1210,90,1.39999997615814,"betting machines",1268,89,1.10000002384186,"gaming",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,2350
"41",1605,"Jack Cowin","Australia",72,1.20000004768372,"Fast Food",2015,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1708
"42",1605,"Robert Ell","Australia",70,1.20000004768372,"Property",2015,1465,69,1.10000002384186,"property",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,3395
"43",1605,"Kerry Stokes","Australia",74,1.20000004768372,"Media, Mining",2015,1046,73,1.70000004768372,"media, mining",641,72,2.29999995231628,"media",634,71,2,"Media",595,70,2,"media, Caterpillar",NA,NA,NA,"",701,"67",1,"Australia",785,"66",1.5,"Australia",717,"65",1.39999997615814,"Australia",746,64,1,"Australia",620,63,1,"Australia , Perth",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,2120
"44",1638,"Mike Cannon-Brookes","Australia",35,1.10000002384186,"Business Software",2015,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,2805
"45",1638,"Scott Farquhar","Australia",35,1.10000002384186,"Software",2015,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,3656
"46",1638,"Lang Walker","Australia",69,1.10000002384186,"Property",2015,1372,68,1.20000004768372,"property",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,2269
"47",1741,"Huang Bingwen","Australia",61,1,"Printing",2015,1046,60,1.70000004768372,"printing",1342,59,1,"printing",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1604
"48",1741,"Solomon Lew","Australia",69,1,"Retail",2015,1465,68,1.10000002384186,"retail",1175,67,1.20000004768372,"retail",1075,67,1.10000002384186,"Retail",1057,65,1.10000002384186,"Retail",937,65,1,"Australia",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,3776
"49",NA,"John Grill","Australia",NA,NA,"",2008,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,"",1014,"62",1.10000002384186,"Australia",NA,"",NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1909
"50",NA," Stokes, Kerry","Australia",NA,NA,"",1998,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,217,0.5,"Seven Network Ltd.",NA,NA,NA,NA,16
"51",NA,"Gerald Harvey","Australia",NA,NA,"",2013,NA,NA,NA,"",1342,73,1,"retail",NA,NA,NA,"",1057,71,1.10000002384186,"Retail",773,70,1.29999995231628,"Australia",NA,"",NA,"",843,"68",1.39999997615814,"Australia",799,"67",1.20000004768372,"Australia",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1311
"52",NA,"Richard Pratt","Australia",NA,NA,"",2009,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",468,"74",1.5,"Australia",573,"73",2.09999990463257,"Australia",369,"72",2.5,"Australia",335,71,2.29999995231628,"Australia",321,70,2,"Australia , Melbourne",356,69,1.60000002384186,"Australia , Melbourne",386,68,1.10000002384186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,3364
"53",NA,"Leonard Buckeridge","Australia",NA,NA,"",2013,NA,NA,NA,"",1031,76,1.39999997615814,"construction",1014,76,1.25,"Construction",1057,74,1.10000002384186,"construction",NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,2366
"54",NA,"Pratt, Richard","Australia",NA,NA,"",2001,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,387,1.29999995231628,242,1.60000002384186,232,1.60000002384186,NA,NA,"",NA,NA,NA,NA,3202
"55",NA,"Lowy, Frank","Australia",NA,NA,"",2002,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,200,2.09999990463257,209,2.20000004768372,195,2.09999990463257,219,1.79999995231628,197,1.60000002384186,"Westfield Holdings",216,1.20000004768372,NA,NA,2503
"56",NA,"Oatley, Robert","Australia",NA,NA,"",2002,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,445,1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,3011
"57",NA,"Robert Ingham","Australia",NA,NA,"",2014,1565,82,1,"agribusiness",1268,81,1.10000002384186,"agriculture",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,3400
"58",NA,"Chris Wallin","Australia",NA,NA,"",2012,NA,NA,NA,"",NA,NA,NA,"",960,NA,1.29999995231628,"Coal",938,NA,1.29999995231628,"Coal",NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,715
"59",NA,"Packer, Kerry","Australia",NA,NA,"",2002,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,157,2.5,182,2.5,125,3.79999995231628,112,3.70000004768372,106,3.20000004768372,"Publishing & Broadcasting Ltd.",144,2.40000009536743,218,1.79999995231628,3074
