"","rank15","name","citizenship","age15","networth15","source15","year","rank14","age14","networth14","source14","rank13","age13","networth13","source13","rank12","age12","networth12","source12","rank11","age11","networth11","source11","rank10","age10","networth10","residence10","rank09","age09","networth09","residence09","rank08","age08","networth08","residence08","rank07","age07","networth07","residence07","rank06","age06","networth06","residence06","rank05","age05","networth05","residence05","rank04","age04","networth04","residence04","rank03","age03","networth03","v6","rank02","networth02","rank01","networth01","rank00","networth00","rank99","networth99","rank98","networth98","source98","rank97","networth97","rank96","networth96","case"
"60",1324,"Farkhad Akhmedov","Russia",59,1.39999997615814,"Natural Gas",2015,1210,58,1.39999997615814,"natural gas",1031,57,1.39999997615814,"natural gas",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,"",843,"52",1.39999997615814,"Russia",664,"51",1.5,"Russia",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1124
"61",1415,"Dmitry Mazepin","Russia",46,1.29999995231628,"Chemicals",2015,1210,45,1.39999997615814,"chemicals",423,44,3.20000004768372,"chemicals",764,43,1.70000004768372,"chemicals",833,42,1.5,"chemicals",NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,928
"62",1415,"Andrei Kosogov","Russia",53,1.29999995231628,"Oil, Telecom, Banking",2015,1046,52,1.70000004768372,"oil, telecom, banking",974,51,1.5,"oil, telecom, banking",1015,51,1.20000004768372,"oil, telecom, banking",993,49,1.20000004768372,"oil, telecom, banking",937,49,1,"Russia",NA,"",NA,"",707,"47",1.70000004768372,"Russia",840,"46",1.10000002384186,"Russia",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,244
"63",1415,"Oleg Boyko","Russia",50,1.29999995231628,"Entertaiment, Retail, Real Estate",2015,1270,49,1.35000002384186,"entertaiment, retail, real estate",1031,48,1.39999997615814,"entertaiment, retail, real estate",1075,47,1.10000002384186,"entertaiment, retail, real estate",1140,46,1,"entertaiment, retail, real estate",NA,NA,NA,"",NA,"",NA,"",785,"43",1.5,"Russia",664,"42",1.5,"Russia",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,3032
"64",1500,"Nikolai Tsvetkov","Russia",54,1.29999995231628,"Banking",2015,988,53,1.79999995231628,"banking",554,52,2.59999990463257,"banking",377,51,3,"banking",193,50,5.30000019073486,"banking, retail",297,49,3.20000004768372,"Russia",397,"48",1.79999995231628,"Russia",113,"47",8,"Russia",83,"46",8.39999961853027,"Russia",109,45,5.19999980926514,"Russia",306,44,2.09999990463257,"Russia , Moscow",437,43,1.29999995231628,"Russia , Moscow",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,2988
"65",1500,"Alexei Ananyev","Russia",50,1.29999995231628,"Banking, It, Real Estate",2015,869,49,2,"banking, IT, real estate",882,48,1.70000004768372,"banking, IT, real estate",719,47,1.79999995231628,"banking, IT, real estate",651,46,1.89999997615814,"banking, IT, real estate",616,45,1.60000002384186,"Russia",NA,"",NA,"",524,"43",2.29999995231628,"Russia",583,"42",1.70000004768372,"Russia",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,160
"66",1500,"Dmitry Ananyev","Russia",46,1.29999995231628,"Banking, It, Real Estate",2015,869,45,2,"banking, IT, real estate",882,44,1.70000004768372,"banking, IT, real estate",719,43,1.79999995231628,"banking, IT, real estate",651,42,1.89999997615814,"banking, IT, real estate",616,41,1.60000002384186,"Russia",NA,"",NA,"",524,"39",2.29999995231628,"Russia",583,"38",1.70000004768372,"Russia",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,925
"67",1533,"Vladimir Gruzdev","Russia",48,1.20000004768372,"Investments",2015,1284,47,1.29999995231628,"investments",1342,46,1,"investments",1153,45,1,"investments",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,4155
"68",1533,"Lev Kvetnoi","Russia",49,1.20000004768372,"Cement, Airport",2015,931,48,1.89999997615814,"cement, airport",458,47,3,"cement, airport",719,46,1.79999995231628,"cement, airport",692,45,1.79999995231628,"cement, airport",773,44,1.29999995231628,"Russia",701,"43",1,"Russia",785,"42",1.5,"Russia",717,"41",1.39999997615814,"Russia",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,2389
"69",1533,"Sergei Katsiev","Russia",57,1.20000004768372,"Retail, Wholesale",2015,1203,56,1.45000004768372,"retail, wholesale",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,3674
"70",1533,"Gleb Fetisov","Russia",48,1.20000004768372,"Telecom, Finance",2015,1210,47,1.39999997615814,"telecom, finance",792,46,1.89999997615814,"telecom, finance",960,45,1.29999995231628,"telecom, finance",782,44,1.60000002384186,"telecom, finance",616,43,1.60000002384186,"Russia",NA,"",NA,"",277,"41",3.90000009536743,"Russia",664,"40",1.5,"Russia",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1339
"71",1533,"Valentin Gapontsev","Russia",76,1.20000004768372,"Lasers",2015,NA,NA,NA,"",1107,74,1.29999995231628,"lasers",1075,73,1.10000002384186,"Lasers",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,4103
"72",1605,"Airat Shaimiev","Russia",52,1.20000004768372,"Refinery, Chemicals",2015,1465,51,1.10000002384186,"refinery, chemicals",1268,51,1.10000002384186,"refinery, chemicals",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,58
"73",1638,"Yuri Gushchin","Russia",70,1.10000002384186,"Candy, Real Estate",2015,1092,69,1.60000002384186,"candy, real estate",1175,68,1.20000004768372,"candy, real estate",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,4440
"74",1638,"Andrei Rappoport","Russia",51,1.10000002384186,"Investments",2015,1465,50,1.10000002384186,"investments",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,249
"75",1638,"Rustem Sulteev","Russia",61,1.10000002384186,"Refinery, Chemicals",2015,1465,60,1.10000002384186,"refinery, chemicals",1250,59,1.14999997615814,"refinery, chemicals",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,3518
"76",1638,"Roustam Tariko","Russia",52,1.10000002384186,"Banking",2015,869,51,2,"banking",868,50,1.75,"banking",854,50,1.5,"banking",651,48,1.89999997615814,"banking",721,48,1.39999997615814,"Russia",647,"47",1.10000002384186,"Russia",307,"46",3.5,"Russia",150,"45",5.40000009536743,"Russia",410,44,1.89999997615814,"Russia",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,3498
"77",1638,"Alexei Bogachev","Russia",44,1.10000002384186,"Retail, Banking",2015,1442,43,1.14999997615814,"retail, banking",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,161
"78",1638,"Roman Avdeev","Russia",47,1.10000002384186,"Banking, Development",2015,1210,46,1.39999997615814,"banking, development",1031,45,1.39999997615814,"banking, development",960,44,1.29999995231628,"banking, development",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,3463
"79",1638,"Ziyad Manasir","Russia",49,1.10000002384186,"Construction",2015,609,48,2.79999995231628,"construction",589,47,2.5,"construction",601,46,2.09999990463257,"construction",564,45,2.09999990463257,"construction",NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,4494
"80",1638,"Konstantin Grigorishin","Russia",49,1.10000002384186,"Power Engineering",2015,1356,48,1.25,"power engineering",1175,47,1.20000004768372,"power engineering",960,46,1.29999995231628,"Power engineering",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,2191
"81",1638,"Radik Shaimiev","Russia",50,1.10000002384186,"Refinery, Chemical",2015,1465,49,1.10000002384186,"refinery, chemical",1268,48,1.10000002384186,"refinery, chemical",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,3247
"82",1638,"Nikolai Maximov","Russia",57,1.10000002384186,"Investments",2015,1372,56,1.20000004768372,"investments",1175,55,1.20000004768372,"investments",1015,54,1.20000004768372,"investments",993,53,1.20000004768372,"Investments",NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,2986
"83",1638,"Alexander Lutsenko","Russia",52,1.10000002384186,"Agribusiness",2015,NA,NA,NA,"",1268,50,1.10000002384186,"agrobusiness",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,138
"84",1712,"Albert Shigaboutdinov","Russia",60,1.10000002384186,"Refinery, Chemicals",2015,1465,59,1.10000002384186,"refinery, chemicals",1250,58,1.14999997615814,"refinery, chemicals",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,106
"85",1741,"Leonid Simanovsky","Russia",65,1,"Investments",2015,1372,64,1.20000004768372,"investments",1250,63,1.14999997615814,"investments",1015,62,1.20000004768372,"investments",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,2377
"86",1741,"Elena Baturina","Russia",51,1,"Construction",2015,1565,50,1,"construction",1268,50,1.10000002384186,"construction",1075,49,1.10000002384186,"construction",993,48,1.20000004768372,"construction",342,47,2.90000009536743,"Russia",NA,"",NA,"",253,"45",4.19999980926514,"Russia",279,"44",3.09999990463257,"Russia",335,43,2.29999995231628,"Russia",507,42,1.29999995231628,"Russia , Moscow",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1045
"87",1741,"Eugene Kaspersky","Russia",49,1,"Software",2015,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1107
"88",1741,"Zelimkhan Mutsoev","Russia",55,1,"Fertilizers, Real Estate",2015,1284,54,1.29999995231628,"fertilizers, real estate",974,53,1.5,"fertilizers, real estate",854,52,1.5,"fertilizers, real estate",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,4456
"89",NA,"Andrei Klyamko","Russia",NA,NA,"",2014,931,52,1.89999997615814,"steel",792,51,1.89999997615814,"steel",683,50,1.89999997615814,"steel",420,49,2.70000004768372,"Steel",NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,242
"90",NA,"Oleg V Deripaska","Russia",NA,NA,"",2003,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",278,34,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,3035
"91",NA,"Roman A Abramovich","Russia",NA,NA,"",2003,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",49,36,5.69999980926514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,3461
"92",NA,"Sergei Sarkisov","Russia",NA,NA,"",2014,1465,54,1.10000002384186,"insurance & real estate",1088,53,1.35000002384186,"insurance & real estate",1015,52,1.20000004768372,"insurance & real estate",833,51,1.5,"insurance & real estate",NA,NA,NA,"",NA,"",NA,"",785,"48",1.5,"Russia",NA,"",NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,3680
"93",NA,"Chernomyrdin, Viktor","Russia",NA,NA,"",2001,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,452,1.10000002384186,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,699
"94",NA,"Maxim Blazhko","Russia",NA,NA,"",2008,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,"",843,"39",1.39999997615814,"Russia",NA,"",NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,2699
"95",NA,"Khodorkovsky, Mikhail","Russia",NA,NA,"",2002,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,101,3.70000004768372,194,2.40000009536743,NA,NA,NA,NA,NA,NA,"",141,2.40000009536743,NA,NA,2126
"96",NA,"Andrei Filatov","Russia",NA,NA,"",2014,1372,42,1.20000004768372,"ports, railway transport",1088,41,1.35000002384186,"ports, railway transport",960,40,1.29999995231628,"ports, railway transport",1057,39,1.10000002384186,"ports, railway transport",NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,240
"97",NA,"Vadim Yakunin","Russia",NA,NA,"",2011,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",1140,48,1,"pharmacy",NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,4099
"98",NA,"Konstantin Nikolaev","Russia",NA,NA,"",2014,1372,42,1.20000004768372,"ports, railway transport",1088,42,1.35000002384186,"ports, railway transport",960,41,1.29999995231628,"ports, railway transport",1057,40,1.10000002384186,"ports, railway transport",NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,2192
"99",NA,"Sergei Petrov","Russia",NA,NA,"",2014,1565,59,1,"auto import and dealerships",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,"",707,"53",1.70000004768372,"Russia",NA,"",NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,3676
"100",NA,"Vasily S Shakhnovsky","Russia",NA,NA,"",2003,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",427,45,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,4110
"101",NA,"Fridman, Mikhail","Russia",NA,NA,"",2002,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,191,2.20000004768372,387,1.29999995231628,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1214
"102",NA,"David Davidovich","Russia",NA,NA,"",2011,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",782,48,1.60000002384186,"food, metals",NA,NA,NA,"",NA,"",NA,"",897,"45",1.29999995231628,"Russia",891,"44",1,"Russia",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,825
"103",NA,"Alexei A Mordashov","Russia",NA,NA,"",2003,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",348,37,1.20000004768372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,159
"104",NA,"Sergei Polonsky","Russia",NA,NA,"",2008,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,"",962,"35",1.20000004768372,"Russia",NA,"",NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,3677
"105",NA,"Alexei Semin","Russia",NA,NA,"",2014,1442,46,1.14999997615814,"real estate",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,165
"106",NA,"Ruben Vardanian","Russia",NA,NA,"",2008,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,"",897,"39",1.29999995231628,"Russia",NA,"",NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,3503
"107",NA,"Vladimir Scherbakov","Russia",NA,NA,"",2014,1210,64,1.39999997615814,"autos",1268,63,1.10000002384186,"autos",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,4165
"108",NA,"Andrei Rogachev","Russia",NA,NA,"",2011,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",993,47,1.20000004768372,"Retail",NA,NA,NA,"",NA,"",NA,"",785,"44",1.5,"Russia",NA,"",NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,250
"109",NA,"Andrei Borodin","Russia",NA,NA,"",2011,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",1140,43,1,"banking",NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,239
"110",NA,"Vladimir M Dubov","Russia",NA,NA,"",2003,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",427,45,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,4160
"111",NA,"Bogdanov, Vladimir","Russia",NA,NA,"",2002,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,277,1.60000002384186,312,1.60000002384186,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,498
"112",NA,"Andrei Melnichenko","Russia",NA,NA,"",2005,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,"",548,33,1.20000004768372,"Russia , Moscow",514,32,1.10000002384186,"Russia , Moscow",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,247
"113",NA,"Boris Rotenberg","Russia",NA,NA,"",2014,1046,57,1.70000004768372,"construction, pipes, chemicals",1031,56,1.39999997615814,"construction, pipes, chemicals",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,508
"114",NA,"Alexander Vagin","Russia",NA,NA,"",2011,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",938,52,1.29999995231628,"Coal",NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,153
"115",NA,"Mikhail B Khodorkovsky","Russia",NA,NA,"",2003,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",26,39,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,2809
"116",NA,"Gennady Kozovoy","Russia",NA,NA,"",2011,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",938,59,1.29999995231628,"Coal",NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1285
"117",NA,"Alexander Girda","Russia",NA,NA,"",2011,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",1140,49,1,"Retail",NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,134
